   1.0000000e+00   5.3000000e+01
   2.0000000e+00   7.0000000e+01
   4.0000000e+00   4.5000000e+01
   3.0000000e+00   6.2000000e+01
   6.0000000e+00   5.5000000e+01
   7.0000000e+00   6.6000000e+01
   8.0000000e+00   4.7000000e+01
   9.0000000e+00   5.8000000e+01
   1.7000000e+01   7.4000000e+01
   2.0000000e+01   7.5000000e+01
   1.5000000e+01   7.6000000e+01
   1.8000000e+01   7.7000000e+01
   2.2000000e+01   7.8000000e+01
   2.3000000e+01   7.9000000e+01
   2.4000000e+01   8.0000000e+01
   2.5000000e+01   8.1000000e+01
   5.3000000e+01   1.7000000e+01
   7.0000000e+01   2.0000000e+01
   4.5000000e+01   1.5000000e+01
   6.2000000e+01   1.8000000e+01
   5.5000000e+01   2.2000000e+01
   6.6000000e+01   2.3000000e+01
   4.7000000e+01   2.4000000e+01
   5.8000000e+01   2.5000000e+01
   7.4000000e+01   6.0000000e+00
   7.5000000e+01   7.0000000e+00
   7.6000000e+01   8.0000000e+00
   7.7000000e+01   9.0000000e+00
   7.8000000e+01   2.0000000e+00
   7.9000000e+01   4.0000000e+00
   8.0000000e+01   3.0000000e+00
   8.1000000e+01   1.0000000e+00
