   1.0000000e+00   1.8900000e+02
   2.0000000e+00   2.6200000e+02
   4.0000000e+00   1.5700000e+02
   3.0000000e+00   2.3000000e+02
   6.0000000e+00   1.9700000e+02
   7.0000000e+00   2.4600000e+02
   8.0000000e+00   1.6500000e+02
   9.0000000e+00   2.1400000e+02
   1.7000000e+01   1.9100000e+02
   2.0000000e+01   2.5800000e+02
   1.5000000e+01   1.5900000e+02
   1.8000000e+01   2.2600000e+02
   2.2000000e+01   1.9900000e+02
   2.3000000e+01   2.4200000e+02
   2.4000000e+01   1.6700000e+02
   2.5000000e+01   2.1000000e+02
   5.3000000e+01   2.7400000e+02
   7.0000000e+01   2.7500000e+02
   4.5000000e+01   2.7600000e+02
   6.2000000e+01   2.7700000e+02
   5.5000000e+01   2.7800000e+02
   6.6000000e+01   2.7900000e+02
   4.7000000e+01   2.8000000e+02
   5.8000000e+01   2.8100000e+02
   7.4000000e+01   2.8200000e+02
   7.5000000e+01   2.8300000e+02
   7.6000000e+01   2.8400000e+02
   7.7000000e+01   2.8500000e+02
   7.8000000e+01   2.8600000e+02
   7.9000000e+01   2.8700000e+02
   8.0000000e+01   2.8800000e+02
   8.1000000e+01   2.8900000e+02
   1.8900000e+02   5.3000000e+01
   2.6200000e+02   7.0000000e+01
   1.5700000e+02   4.5000000e+01
   2.3000000e+02   6.2000000e+01
   1.9700000e+02   5.5000000e+01
   2.4600000e+02   6.6000000e+01
   1.6500000e+02   4.7000000e+01
   2.1400000e+02   5.8000000e+01
   1.9100000e+02   7.4000000e+01
   2.5800000e+02   7.5000000e+01
   1.5900000e+02   7.6000000e+01
   2.2600000e+02   7.7000000e+01
   1.9900000e+02   7.8000000e+01
   2.4200000e+02   7.9000000e+01
   1.6700000e+02   8.0000000e+01
   2.1000000e+02   8.1000000e+01
   2.7400000e+02   1.7000000e+01
   2.7500000e+02   2.0000000e+01
   2.7600000e+02   1.5000000e+01
   2.7700000e+02   1.8000000e+01
   2.7800000e+02   2.2000000e+01
   2.7900000e+02   2.3000000e+01
   2.8000000e+02   2.4000000e+01
   2.8100000e+02   2.5000000e+01
   2.8200000e+02   6.0000000e+00
   2.8300000e+02   7.0000000e+00
   2.8400000e+02   8.0000000e+00
   2.8500000e+02   9.0000000e+00
   2.8600000e+02   2.0000000e+00
   2.8700000e+02   4.0000000e+00
   2.8800000e+02   3.0000000e+00
   2.8900000e+02   1.0000000e+00
